,heading,key,value
36235,Engine and Transmission,Engine Type,2-GD FTV Engine
36236,Engine and Transmission,Displacement,2393
36237,Engine and Transmission,Max Power,147.51bhp@3400rpm
36238,Engine and Transmission,Max Torque,343Nm@1400-2800rpm
36239,Engine and Transmission,No of Cylinder,4
36240,Engine and Transmission,Values per Cylinder,4
36241,Engine and Transmission,Value Configuration,DOHC
36242,Engine and Transmission,Fuel Suppy System,CRDi
36243,Engine and Transmission,BoreX Stroke,3.62 X 4.08 mm
36244,Engine and Transmission,Turbo Charger,Yes
36245,Engine and Transmission,Super Charger,No
36246,Dimensions & Capacity,Length,4735mm
36247,Dimensions & Capacity,Width,1830mm
36248,Dimensions & Capacity,Height,1795mm
36249,Dimensions & Capacity,Ground Clearance Unladen,178mm
36250,Dimensions & Capacity,Wheel Base,2750mm
36251,Dimensions & Capacity,Front Tread,1530mm
36252,Dimensions & Capacity,Rear Tread,1530mm
36253,Dimensions & Capacity,Kerb Weight,1920kg
36254,Dimensions & Capacity,Gross Weight,2490kg
36255,Miscellaneous,Gear Box,5 Speed
36256,Miscellaneous,Drive Type,RWD
36257,Miscellaneous,Seating Capacity,7
36258,Miscellaneous,Steering Type,Power
36259,Miscellaneous,Turning Radius,5.4
36260,Miscellaneous,Front Brake Type,Disc
36261,Miscellaneous,Rear Brake Type,Drum
36262,Miscellaneous,Tyre Type,"Tubeless,Radial"
36263,Miscellaneous,Alloy Wheel Size,17
36264,Miscellaneous,No Door Numbers,5
36265,Engine and Transmission,Color,Grey
36266,Engine and Transmission,Engine Type,1.2 Kappa Petrol
36267,Engine and Transmission,Displacement,1197
36268,Engine and Transmission,Max Power,81.80bhp@6000rpm
36269,Engine and Transmission,Max Torque,113.8Nm@4000rpm
36270,Engine and Transmission,No of Cylinder,4
36271,Engine and Transmission,Values per Cylinder,4
36272,Engine and Transmission,Turbo Charger,No
36273,Dimensions & Capacity,Length,3995mm
36274,Dimensions & Capacity,Width,1770mm
36275,Dimensions & Capacity,Height,1617mm
36276,Dimensions & Capacity,Wheel Base,2500mm
36277,Dimensions & Capacity,Kerb Weight,1148
36278,Miscellaneous,Gear Box,5-Speed
36279,Miscellaneous,Seating Capacity,5
36280,Miscellaneous,Steering Type,Power
36281,Miscellaneous,Front Brake Type,Disc
36282,Miscellaneous,Rear Brake Type,Drum
36283,Miscellaneous,Tyre Type,"Tubeless, Radial"
36284,Miscellaneous,No Door Numbers,5
36285,Engine and Transmission,Color,White
36286,Engine and Transmission,Engine Type,Smartstream G1.4
36287,Engine and Transmission,Displacement,1353
36288,Engine and Transmission,Max Power,138.08bhp@6000rpm
36289,Engine and Transmission,Max Torque,242nm@1500-3200rpm
36290,Engine and Transmission,No of Cylinder,4
36291,Engine and Transmission,Values per Cylinder,4
36292,Engine and Transmission,Fuel Suppy System,GDi
36293,Engine and Transmission,Turbo Charger,Yes
36294,Dimensions & Capacity,Length,4315mm
36295,Dimensions & Capacity,Width,1800mm
36296,Dimensions & Capacity,Height,1645mm
36297,Dimensions & Capacity,Wheel Base,2610mm
36298,Dimensions & Capacity,Kerb Weight,1515
36299,Miscellaneous,Gear Box,6-Speed
36300,Miscellaneous,Drive Type,FWD
36301,Miscellaneous,Seating Capacity,5
36302,Miscellaneous,Steering Type,Electric
36303,Miscellaneous,Front Brake Type,Disc
36304,Miscellaneous,Rear Brake Type,Disc
36305,Miscellaneous,Tyre Type,"Tubeless, Radial"
36306,Miscellaneous,Alloy Wheel Size,17
36307,Miscellaneous,No Door Numbers,5
36308,Miscellaneous,Cargo Volumn,433
36309,Engine and Transmission,Color,Red
36310,Engine and Transmission,Engine Type,In-Line Petrol Engine
36311,Engine and Transmission,Displacement,1198
36312,Engine and Transmission,Max Power,73.9bhp@5400rpm
36313,Engine and Transmission,Max Torque,110Nm@3750rpm
36314,Engine and Transmission,No of Cylinder,3
36315,Engine and Transmission,Values per Cylinder,4
36316,Engine and Transmission,Fuel Suppy System,MPFI 
36317,Engine and Transmission,Turbo Charger,No
36318,Engine and Transmission,Super Charger,No
36319,Dimensions & Capacity,Length,3970mm
36320,Dimensions & Capacity,Width,1682mm
36321,Dimensions & Capacity,Height,1453mm
36322,Dimensions & Capacity,Wheel Base,2456mm
36323,Dimensions & Capacity,Kerb Weight,1055kg
36324,Miscellaneous,Gear Box,5 Speed
36325,Miscellaneous,Drive Type,FWD
36326,Miscellaneous,Seating Capacity,5
36327,Miscellaneous,Steering Type,Power
36328,Miscellaneous,Turning Radius,4.97 metres
36329,Miscellaneous,Front Brake Type,Disc
36330,Miscellaneous,Rear Brake Type,Drum
36331,Miscellaneous,Top Speed,162.9km/hr
36332,Miscellaneous,Acceleration,14.2 Seconds
36333,Miscellaneous,Tyre Type,"Tubeless,Radial"
36334,Miscellaneous,Alloy Wheel Size,15
36335,Miscellaneous,No Door Numbers,5
36336,Engine and Transmission,Color,Maroon
36337,Engine and Transmission,Engine Type,IRDE2 Engine
36338,Engine and Transmission,Displacement,1086
36339,Engine and Transmission,Max Power,68.05bhp@5500rpm
36340,Engine and Transmission,Max Torque,99.04Nm@4500rpm
36341,Engine and Transmission,No of Cylinder,4
36342,Engine and Transmission,Values per Cylinder,3
36343,Engine and Transmission,Value Configuration,SOHC
36344,Engine and Transmission,Fuel Suppy System,MPFI
36345,Engine and Transmission,Turbo Charger,No
36346,Engine and Transmission,Super Charger,No
36347,Dimensions & Capacity,Length,3585mm
36348,Dimensions & Capacity,Width,1595mm
36349,Dimensions & Capacity,Height,1550mm
36350,Dimensions & Capacity,Wheel Base,2380mm
36351,Dimensions & Capacity,Front Tread,1400mm
36352,Dimensions & Capacity,Rear Tread,1385mm
36353,Dimensions & Capacity,Kerb Weight,860kg
36354,Miscellaneous,Gear Box,5 Speed
36355,Miscellaneous,Drive Type,FWD
36356,Miscellaneous,Seating Capacity,5
36357,Miscellaneous,Steering Type,Power
36358,Miscellaneous,Turning Radius,4.7 metres
36359,Miscellaneous,Front Brake Type,Ventilated Disc
36360,Miscellaneous,Rear Brake Type,Drum
36361,Miscellaneous,Top Speed,165 Kmph
36362,Miscellaneous,Acceleration,14.3 Seconds
36363,Miscellaneous,Tyre Type,Tubeless
36364,Miscellaneous,No Door Numbers,5
36365,Miscellaneous,Cargo Volumn,225-litres
36366,Engine and Transmission,Color,Silver
36367,Engine and Transmission,Engine Type,DDIS 200 Engine
36368,Engine and Transmission,Displacement,1248
36369,Engine and Transmission,Max Power,88.50bhp@4000rpm
36370,Engine and Transmission,Max Torque,200Nm@1750rpm
36371,Engine and Transmission,No of Cylinder,4
36372,Engine and Transmission,Values per Cylinder,4
36373,Engine and Transmission,Value Configuration,DOHC
36374,Engine and Transmission,Fuel Suppy System,CRDI
36375,Engine and Transmission,BoreX Stroke,69.6 x 82 mm
36376,Engine and Transmission,Turbo Charger,Yes
36377,Engine and Transmission,Super Charger,No
36378,Dimensions & Capacity,Length,4490 mm
36379,Dimensions & Capacity,Width,1730 mm
36380,Dimensions & Capacity,Height,1485 mm
36381,Dimensions & Capacity,Wheel Base,2650 mm
36382,Dimensions & Capacity,Kerb Weight,1105
36383,Dimensions & Capacity,Gross Weight,1590 kg
36384,Miscellaneous,Gear Box,5 Speed
36385,Miscellaneous,Drive Type,FWD
36386,Miscellaneous,Seating Capacity,5
36387,Miscellaneous,Steering Type,Power
36388,Miscellaneous,Turning Radius,5.4 metres
36389,Miscellaneous,Front Brake Type,Ventilated Disc
36390,Miscellaneous,Rear Brake Type,Drum
36391,Miscellaneous,Tyre Type,"Tubeless, Radial"
36392,Miscellaneous,Alloy Wheel Size,15
36393,Miscellaneous,No Door Numbers,4
36394,Miscellaneous,Cargo Volumn,510-litres
36395,Engine and Transmission,Color,White
36396,Engine and Transmission,Engine Type,Kappa VTVT Petrol Engine
36397,Engine and Transmission,Displacement,1197
36398,Engine and Transmission,Max Power,81.86bhp@6000rpm
36399,Engine and Transmission,Max Torque,113.75nm@4000rpm
36400,Engine and Transmission,No of Cylinder,4
36401,Engine and Transmission,Values per Cylinder,4
36402,Engine and Transmission,Value Configuration,DOHC
36403,Engine and Transmission,Fuel Suppy System,MPFI
36404,Engine and Transmission,Turbo Charger,No
36405,Engine and Transmission,Super Charger,No
36406,Dimensions & Capacity,Length,3765mm
36407,Dimensions & Capacity,Width,1660mm
36408,Dimensions & Capacity,Height,1520mm
36409,Dimensions & Capacity,Wheel Base,2425mm
36410,Dimensions & Capacity,Front Tread,1479mm
36411,Dimensions & Capacity,Rear Tread,1493mm
36412,Dimensions & Capacity,Kerb Weight,1160
36413,Miscellaneous,Gear Box,5 Speed
36414,Miscellaneous,Drive Type,FWD
36415,Miscellaneous,Seating Capacity,5
36416,Miscellaneous,Steering Type,Power
36417,Miscellaneous,Turning Radius,4.8 metres
36418,Miscellaneous,Front Brake Type,Disc
36419,Miscellaneous,Rear Brake Type,Drum
36420,Miscellaneous,Top Speed,165 Kmph
36421,Miscellaneous,Acceleration,12.9 Seconds
36422,Miscellaneous,Tyre Type,Tubeless
36423,Miscellaneous,No Door Numbers,5
36424,Miscellaneous,Cargo Volumn,256-liters
36425,Engine and Transmission,Color,Silver
36426,Engine and Transmission,Engine Type,Petrol Engine
36427,Engine and Transmission,Displacement,1598
36428,Engine and Transmission,Max Power,103.52bhp@5250rpm
36429,Engine and Transmission,Max Torque,153Nm@3800rpm
36430,Engine and Transmission,No of Cylinder,4
36431,Engine and Transmission,Values per Cylinder,4
36432,Engine and Transmission,Value Configuration,DOHC
36433,Engine and Transmission,Fuel Suppy System,MPFI
36434,Engine and Transmission,Turbo Charger,No
36435,Engine and Transmission,Super Charger,No
36436,Dimensions & Capacity,Length,4386mm
36437,Dimensions & Capacity,Width,1699mm
36438,Dimensions & Capacity,Height,1466mm
36439,Dimensions & Capacity,Wheel Base,2552mm
36440,Dimensions & Capacity,Kerb Weight,1180kg
36441,Dimensions & Capacity,Gross Weight,1720kg
36442,Miscellaneous,Gear Box,6 Speed 
36443,Miscellaneous,Drive Type,FWD
36444,Miscellaneous,Seating Capacity,5
36445,Miscellaneous,Steering Type,Power
36446,Miscellaneous,Turning Radius,5.3 metres
36447,Miscellaneous,Front Brake Type,Disc
36448,Miscellaneous,Rear Brake Type,Drum
36449,Miscellaneous,Top Speed,185 Kmph
36450,Miscellaneous,Acceleration,11 Seconds
36451,Miscellaneous,Tyre Type,"Tubeless,Radial"
36452,Miscellaneous,Alloy Wheel Size,15
36453,Miscellaneous,No Door Numbers,4
36454,Miscellaneous,Cargo Volumn,460-litres
36455,Engine and Transmission,Color,Silver
36456,Engine and Transmission,Engine Type,VTVT Petrol Engine
36457,Engine and Transmission,Displacement,1591
36458,Engine and Transmission,Max Power,121.3bhp@6300rpm
36459,Engine and Transmission,Max Torque,154.9Nm@4200rpm
36460,Engine and Transmission,No of Cylinder,4
36461,Engine and Transmission,Values per Cylinder,4
36462,Engine and Transmission,Value Configuration,DOHC
36463,Engine and Transmission,Fuel Suppy System,MPFI
36464,Engine and Transmission,BoreX Stroke,77.0 X 85.44 mm
36465,Engine and Transmission,Compression Ratio,10.5:1
36466,Engine and Transmission,Turbo Charger,No
36467,Engine and Transmission,Super Charger,No
36468,Dimensions & Capacity,Length,4375mm
36469,Dimensions & Capacity,Width,1700mm
36470,Dimensions & Capacity,Height,1475mm
36471,Dimensions & Capacity,Wheel Base,2570mm
36472,Dimensions & Capacity,Kerb Weight,1290
36473,Miscellaneous,Gear Box,5 Speed
36474,Miscellaneous,Drive Type,FWD
36475,Miscellaneous,Seating Capacity,5
36476,Miscellaneous,Steering Type,Power
36477,Miscellaneous,Turning Radius,5.2 metres
36478,Miscellaneous,Front Brake Type,Disc 
36479,Miscellaneous,Rear Brake Type,Drum
36480,Miscellaneous,Top Speed,196 Kmph
36481,Miscellaneous,Acceleration,10.5 Seconds
36482,Miscellaneous,Tyre Type,Tubeless
36483,Miscellaneous,Alloy Wheel Size,16
36484,Miscellaneous,No Door Numbers,4
36485,Miscellaneous,Cargo Volumn,465-litres
36486,Engine and Transmission,Color,White
36487,Engine and Transmission,Engine Type,2.0L Multijet Diesel
36488,Engine and Transmission,Displacement,1956
36489,Engine and Transmission,Max Power,167.67bhp@3750rpm
36490,Engine and Transmission,Max Torque,350Nm@1750-2500rpm
36491,Engine and Transmission,No of Cylinder,4
36492,Engine and Transmission,Values per Cylinder,4
36493,Engine and Transmission,Turbo Charger,Yes
36494,Dimensions & Capacity,Length,4405mm
36495,Dimensions & Capacity,Width,1818mm
36496,Dimensions & Capacity,Height,1640mm
36497,Dimensions & Capacity,Wheel Base,2636mm
36498,Dimensions & Capacity,Kerb Weight,1660
36499,Miscellaneous,Gear Box,9 Speed
36500,Miscellaneous,Drive Type,4x4
36501,Miscellaneous,Seating Capacity,5
36502,Miscellaneous,Steering Type,Power
36503,Miscellaneous,Front Brake Type,Disc
36504,Miscellaneous,Rear Brake Type,Disc
36505,Miscellaneous,Top Speed,160.21kmph
36506,Miscellaneous,Tyre Type,"Tubeless, Radial"
36507,Miscellaneous,Alloy Wheel Size,18
36508,Miscellaneous,No Door Numbers,5
36509,Engine and Transmission,Color,Blue
36510,Engine and Transmission,Engine Type,Diesel Engine 
36511,Engine and Transmission,Displacement,1995
36512,Engine and Transmission,Max Power,190bhp@4000rpm
36513,Engine and Transmission,Max Torque,400Nm@1750-2750rpm
36514,Engine and Transmission,No of Cylinder,4
36515,Engine and Transmission,Values per Cylinder,4
36516,Engine and Transmission,Value Configuration,DOHC
36517,Engine and Transmission,Fuel Suppy System,CRDi
36518,Engine and Transmission,Turbo Charger,Yes
36519,Engine and Transmission,Super Charger,No
36520,Dimensions & Capacity,Length,4633mm
36521,Dimensions & Capacity,Width,2031mm
36522,Dimensions & Capacity,Height,1429mm
36523,Dimensions & Capacity,Wheel Base,2810mm
36524,Dimensions & Capacity,Front Tread,1544mm
36525,Dimensions & Capacity,Rear Tread,1583mm
36526,Dimensions & Capacity,Kerb Weight,1570
36527,Miscellaneous,Gear Box,8 Speed
36528,Miscellaneous,Drive Type,RWD
36529,Miscellaneous,Seating Capacity,5
36530,Miscellaneous,Steering Type,Power
36531,Miscellaneous,Turning Radius,5.5 metres
36532,Miscellaneous,Front Brake Type,Disc
36533,Miscellaneous,Rear Brake Type,Disc
36534,Miscellaneous,Top Speed,230 Kmph
36535,Miscellaneous,Acceleration,7.3 Seconds
36536,Miscellaneous,Tyre Type,"Tubeless,Radial"
36537,Miscellaneous,Alloy Wheel Size,17
36538,Miscellaneous,No Door Numbers,4
36539,Miscellaneous,Cargo Volumn,480-litres
36540,Engine and Transmission,Color,Grey
36541,Engine and Transmission,Engine Type,SOHC i-VTEC
36542,Engine and Transmission,Displacement,1198
36543,Engine and Transmission,Max Power,88.8bhp@6200rpm
36544,Engine and Transmission,Max Torque,110Nm@4800rpm
36545,Engine and Transmission,No of Cylinder,4
36546,Engine and Transmission,Values per Cylinder,4
36547,Engine and Transmission,Value Configuration,SOHC
36548,Engine and Transmission,Fuel Suppy System,PGM - Fi
36549,Engine and Transmission,Turbo Charger,No
36550,Engine and Transmission,Super Charger,No
36551,Dimensions & Capacity,Length,3900mm
36552,Dimensions & Capacity,Width,1695mm
36553,Dimensions & Capacity,Height,1535mm
36554,Dimensions & Capacity,Wheel Base,2500mm
36555,Dimensions & Capacity,Front Tread,1490mm
36556,Dimensions & Capacity,Rear Tread,1475mm
36557,Dimensions & Capacity,Kerb Weight,1060kg
36558,Miscellaneous,Gear Box,5 Speed
36559,Miscellaneous,Drive Type,FWD
36560,Miscellaneous,Seating Capacity,5
36561,Miscellaneous,Steering Type,Power
36562,Miscellaneous,Turning Radius,4.9metres
36563,Miscellaneous,Front Brake Type,Disc
36564,Miscellaneous,Rear Brake Type,Drum
36565,Miscellaneous,Top Speed,165km/hr
36566,Miscellaneous,Acceleration,11.2 Seconds
36567,Miscellaneous,Tyre Type,"Tubeless,Radial"
36568,Miscellaneous,Alloy Wheel Size,15
36569,Miscellaneous,No Door Numbers,5
36570,Engine and Transmission,Color,Grey
36571,Engine and Transmission,Engine Type,VTVT Petrol Engine
36572,Engine and Transmission,Displacement,1591
36573,Engine and Transmission,Max Power,121.3bhp@6400rpm
36574,Engine and Transmission,Max Torque,151Nm@4850rpm
36575,Engine and Transmission,No of Cylinder,4
36576,Engine and Transmission,Values per Cylinder,4
36577,Engine and Transmission,Value Configuration,DOHC
36578,Engine and Transmission,Fuel Suppy System,MPFI
36579,Engine and Transmission,BoreX Stroke,77.0 X 85.44 mm
36580,Engine and Transmission,Turbo Charger,No
36581,Engine and Transmission,Super Charger,No
36582,Dimensions & Capacity,Length,4440mm
36583,Dimensions & Capacity,Width,1729mm
36584,Dimensions & Capacity,Height,1475mm
36585,Dimensions & Capacity,Wheel Base,2600mm
36586,Dimensions & Capacity,Kerb Weight,1248
36587,Miscellaneous,Gear Box,6 Speed
36588,Miscellaneous,Drive Type,FWD
36589,Miscellaneous,Seating Capacity,5
36590,Miscellaneous,Steering Type,Power
36591,Miscellaneous,Turning Radius,5.2 metres
36592,Miscellaneous,Front Brake Type,Disc
36593,Miscellaneous,Rear Brake Type,Drum
36594,Miscellaneous,Acceleration,11.31 Seconds
36595,Miscellaneous,Tyre Type,Tubeless
36596,Miscellaneous,Alloy Wheel Size,16
36597,Miscellaneous,No Door Numbers,4
36598,Miscellaneous,Cargo Volumn,480
36599,Engine and Transmission,Color,White
36600,Engine and Transmission,Engine Type,2AR-FE Petrol Engine
36601,Engine and Transmission,Displacement,2494
36602,Engine and Transmission,Max Power,178.4bhp@6000rpm
36603,Engine and Transmission,Max Torque,233Nm@4100rpm
36604,Engine and Transmission,No of Cylinder,4
36605,Engine and Transmission,Values per Cylinder,4
36606,Engine and Transmission,Value Configuration,DOHC
36607,Engine and Transmission,Fuel Suppy System,EFI
36608,Engine and Transmission,Turbo Charger,No
36609,Engine and Transmission,Super Charger,No
36610,Dimensions & Capacity,Length,4850mm
36611,Dimensions & Capacity,Width,1825mm
36612,Dimensions & Capacity,Height,1480mm
36613,Dimensions & Capacity,Wheel Base,2775mm
36614,Dimensions & Capacity,Front Tread,1580mm
36615,Dimensions & Capacity,Rear Tread,1570mm
36616,Dimensions & Capacity,Kerb Weight,1490kg
36617,Dimensions & Capacity,Gross Weight,2000kg
36618,Miscellaneous,Gear Box,6 Speed
36619,Miscellaneous,Drive Type,FWD
36620,Miscellaneous,Seating Capacity,5
36621,Miscellaneous,Steering Type,Power
36622,Miscellaneous,Turning Radius,5.5 metres
36623,Miscellaneous,Front Brake Type,Ventilated Disc
36624,Miscellaneous,Rear Brake Type,Solid Disc
36625,Miscellaneous,Top Speed,210 Kmph
36626,Miscellaneous,Acceleration,9.2 Seconds
36627,Miscellaneous,Tyre Type,"Tubeless,Radial"
36628,Miscellaneous,Alloy Wheel Size,16
36629,Miscellaneous,No Door Numbers,4
36630,Miscellaneous,Cargo Volumn,436-litres
36631,Engine and Transmission,Color,White
36632,Engine and Transmission,Engine Type,1.2 Kappa petrol
36633,Engine and Transmission,Displacement,1197
36634,Engine and Transmission,Max Power,81.86bhp@6000rpm
36635,Engine and Transmission,Max Torque,113.8nm@4000rpm
36636,Engine and Transmission,No of Cylinder,4
36637,Engine and Transmission,Values per Cylinder,4
36638,Engine and Transmission,Turbo Charger,No
36639,Dimensions & Capacity,Length,3805mm
36640,Dimensions & Capacity,Width,1680
36641,Dimensions & Capacity,Height,1520
36642,Dimensions & Capacity,Wheel Base,2450
36643,Dimensions & Capacity,Kerb Weight,1140
36644,Miscellaneous,Gear Box,5-Speed
36645,Miscellaneous,Seating Capacity,5
36646,Miscellaneous,Steering Type,Electric
36647,Miscellaneous,Front Brake Type,Disc
36648,Miscellaneous,Rear Brake Type,Drum
36649,Miscellaneous,Tyre Type,"Tubeless, Radial"
36650,Miscellaneous,Alloy Wheel Size,15
36651,Miscellaneous,No Door Numbers,5
36652,Engine and Transmission,Color,Orange
36653,Engine and Transmission,Engine Type,mHawk Diesel Engine
36654,Engine and Transmission,Displacement,2179
36655,Engine and Transmission,Max Power,140bhp@3750rpm
36656,Engine and Transmission,Max Torque,330Nm@1600-2800rpm
36657,Engine and Transmission,No of Cylinder,4
36658,Engine and Transmission,Values per Cylinder,4
36659,Engine and Transmission,Value Configuration,DOHC
36660,Engine and Transmission,Fuel Suppy System,Direct Injection
36661,Engine and Transmission,Turbo Charger,Yes
36662,Engine and Transmission,Super Charger,No
36663,Dimensions & Capacity,Length,4585mm
36664,Dimensions & Capacity,Width,1890mm
36665,Dimensions & Capacity,Height,1785mm
36666,Dimensions & Capacity,Wheel Base,2700mm
36667,Dimensions & Capacity,Kerb Weight,1785
36668,Dimensions & Capacity,Gross Weight,2510kg
36669,Miscellaneous,Gear Box,6 Speed 
36670,Miscellaneous,Drive Type,FWD
36671,Miscellaneous,Seating Capacity,7
36672,Miscellaneous,Steering Type,Power
36673,Miscellaneous,Turning Radius,5.6 metres
36674,Miscellaneous,Front Brake Type,Disc
36675,Miscellaneous,Rear Brake Type,Disc
36676,Miscellaneous,Top Speed,185 Kmph
36677,Miscellaneous,Acceleration,10 Seconds
36678,Miscellaneous,Tyre Type,Tubeless Tyres
36679,Miscellaneous,No Door Numbers,5
36680,Miscellaneous,Cargo Volumn,720-litres
36681,Engine and Transmission,Color,Grey
36682,Engine and Transmission,Engine Type,i-VTEC Engine
36683,Engine and Transmission,Displacement,1198
36684,Engine and Transmission,Max Power,86.8bhp@6000rpm
36685,Engine and Transmission,Max Torque,109Nm@4500rpm
36686,Engine and Transmission,No of Cylinder,4
36687,Engine and Transmission,Values per Cylinder,4
36688,Engine and Transmission,Value Configuration,SOHC
36689,Engine and Transmission,Fuel Suppy System,PGM - Fi
36690,Engine and Transmission,Turbo Charger,No
36691,Engine and Transmission,Super Charger,No
36692,Dimensions & Capacity,Length,3610mm
36693,Dimensions & Capacity,Width,1680mm
36694,Dimensions & Capacity,Height,1500mm
36695,Dimensions & Capacity,Wheel Base,2345mm
36696,Dimensions & Capacity,Front Tread,1480mm
36697,Dimensions & Capacity,Rear Tread,1465mm
36698,Dimensions & Capacity,Kerb Weight,930kg
36699,Miscellaneous,Gear Box,5 Speed
36700,Miscellaneous,Drive Type,FWD
36701,Miscellaneous,Seating Capacity,5
36702,Miscellaneous,Steering Type,Power
36703,Miscellaneous,Turning Radius,4.5 metres
36704,Miscellaneous,Front Brake Type,Disc
36705,Miscellaneous,Rear Brake Type,Drum
36706,Miscellaneous,Top Speed,145 Kmph
36707,Miscellaneous,Acceleration,14.5 Seconds
36708,Miscellaneous,Tyre Type,"Tubeless,Radial"
36709,Miscellaneous,No Door Numbers,5
36710,Miscellaneous,Cargo Volumn,175-litres
36711,Engine and Transmission,Color,White
36712,Engine and Transmission,Engine Type,Diesel Engine
36713,Engine and Transmission,Displacement,1995
36714,Engine and Transmission,Max Power,184bhp@4000rpm
36715,Engine and Transmission,Max Torque,380Nm@1750-2750rpm
36716,Engine and Transmission,No of Cylinder,4
36717,Engine and Transmission,Values per Cylinder,4
36718,Engine and Transmission,Value Configuration,DOHC
36719,Engine and Transmission,Fuel Suppy System,CRDi
36720,Engine and Transmission,Turbo Charger,Yes
36721,Engine and Transmission,Super Charger,No
36722,Dimensions & Capacity,Length,4624mm
36723,Dimensions & Capacity,Width,2031mm
36724,Dimensions & Capacity,Height,1429mm
36725,Dimensions & Capacity,Wheel Base,2810mm
36726,Dimensions & Capacity,Front Tread,1543mm
36727,Dimensions & Capacity,Rear Tread,1583mm
36728,Dimensions & Capacity,Kerb Weight,1500
36729,Miscellaneous,Gear Box,8 Speed
36730,Miscellaneous,Drive Type,RWD
36731,Miscellaneous,Seating Capacity,5
36732,Miscellaneous,Steering Type,Power
36733,Miscellaneous,Turning Radius,5.5 metres
36734,Miscellaneous,Front Brake Type,Disc
36735,Miscellaneous,Rear Brake Type,Disc
36736,Miscellaneous,Top Speed,235 Kmph
36737,Miscellaneous,Acceleration,7.4 Seconds
36738,Miscellaneous,Tyre Type,"Tubeless,Radial"
36739,Miscellaneous,Alloy Wheel Size,17
36740,Miscellaneous,No Door Numbers,4
36741,Miscellaneous,Cargo Volumn,480-litres
36742,Engine and Transmission,Color,Silver
36743,Engine and Transmission,Engine Type,VTVT Petrol Engine
36744,Engine and Transmission,Displacement,1396
36745,Engine and Transmission,Max Power,105.5bhp@6300rpm
36746,Engine and Transmission,Max Torque,135.3Nm@5000rpm
36747,Engine and Transmission,No of Cylinder,4
36748,Engine and Transmission,Values per Cylinder,4
36749,Engine and Transmission,Value Configuration,DOHC
36750,Engine and Transmission,Fuel Suppy System,MPFI
36751,Engine and Transmission,BoreX Stroke,77.0 X 85.44 mm
36752,Engine and Transmission,Compression Ratio,10.5:1
36753,Engine and Transmission,Turbo Charger,No
36754,Engine and Transmission,Super Charger,No
36755,Dimensions & Capacity,Length,4375mm
36756,Dimensions & Capacity,Width,1700mm
36757,Dimensions & Capacity,Height,1475mm
36758,Dimensions & Capacity,Wheel Base,2570mm
36759,Dimensions & Capacity,Kerb Weight,1170
36760,Miscellaneous,Gear Box,5 Speed
36761,Miscellaneous,Drive Type,FWD
36762,Miscellaneous,Seating Capacity,5
36763,Miscellaneous,Steering Type,Power
36764,Miscellaneous,Turning Radius,5.2 metres
36765,Miscellaneous,Front Brake Type,Disc
36766,Miscellaneous,Rear Brake Type,Drum
36767,Miscellaneous,Top Speed,171 Kmph
36768,Miscellaneous,Acceleration,10.5 Seconds
36769,Miscellaneous,Tyre Type,Tubeless
36770,Miscellaneous,No Door Numbers,4
36771,Miscellaneous,Cargo Volumn,465-litres
36772,Engine and Transmission,Color,Green
36773,Engine and Transmission,Engine Type,mHawk
36774,Engine and Transmission,Displacement,2198
36775,Engine and Transmission,Max Power,172.45bhp@3500rpm
36776,Engine and Transmission,Max Torque,400Nm@1750-2750rpm
36777,Engine and Transmission,No of Cylinder,4
36778,Engine and Transmission,Values per Cylinder,4
36779,Engine and Transmission,Turbo Charger,Yes
36780,Dimensions & Capacity,Length,4662mm
36781,Dimensions & Capacity,Width,1917
36782,Dimensions & Capacity,Height,1857
36783,Dimensions & Capacity,Wheel Base,2750
36784,Dimensions & Capacity,Kerb Weight,1935
36785,Miscellaneous,Gear Box,6-Speed
36786,Miscellaneous,Drive Type,2WD
36787,Miscellaneous,Seating Capacity,7
36788,Miscellaneous,Steering Type,Electric
36789,Miscellaneous,Front Brake Type,Ventilated Disc
36790,Miscellaneous,Rear Brake Type,Ventilated Disc
36791,Miscellaneous,Tyre Type,"Tubeless,Radial"
36792,Miscellaneous,Alloy Wheel Size,18
36793,Miscellaneous,No Door Numbers,5
36794,Engine and Transmission,Color,Silver
36795,Engine and Transmission,Engine Type,i VTEC Engine
36796,Engine and Transmission,Displacement,1497
36797,Engine and Transmission,Max Power,117.3bhp@6600rpm
36798,Engine and Transmission,Max Torque,145Nm@4600rpm
36799,Engine and Transmission,No of Cylinder,4
36800,Engine and Transmission,Values per Cylinder,4
36801,Engine and Transmission,Value Configuration,SOHC
36802,Engine and Transmission,Fuel Suppy System,PGM-Fi
36803,Engine and Transmission,BoreX Stroke,73.0 X 89.4 mm
36804,Engine and Transmission,Compression Ratio,10.3:1
36805,Engine and Transmission,Turbo Charger,No
36806,Engine and Transmission,Super Charger,No
36807,Dimensions & Capacity,Length,4440mm
36808,Dimensions & Capacity,Width,1695mm
36809,Dimensions & Capacity,Height,1495mm
36810,Dimensions & Capacity,Wheel Base,2600mm
36811,Dimensions & Capacity,Front Tread,1480mm
36812,Dimensions & Capacity,Rear Tread,1465mm
36813,Dimensions & Capacity,Kerb Weight,1065kg
36814,Miscellaneous,Gear Box,5 Speed
36815,Miscellaneous,Drive Type,FWD
36816,Miscellaneous,Seating Capacity,5
36817,Miscellaneous,Steering Type,Power
